periodo,empresa,degree_co,degreew_co,betweenness_co,closeness_co
2011-2014,20407961774.0,8,8,0.022517305032383677,0.07924682143593144
2011-2014,20407849265,3,3,0.0,0.06466648631654372
2011-2014,20330521890,2,2,0.0,0.006706008583690987
2011-2014,20505736215.0,5,5,5.537865152983525e-05,0.01072961373390558
2011-2014,20510916124.0,2,2,0.0,0.006706008583690987
2011-2014,20407772025,8,10,0.029286076884027873,0.06790559475458167
2011-2014,20530761658.0,4,4,0.0,0.05708154506437768
2011-2014,20403407004,4,4,0.0,0.05708154506437768
2011-2014,20534196076.0,4,4,0.0,0.05708154506437768
2011-2014,20542098199.0,2,2,0.0,0.04424152385525776
2011-2014,20542083167.0,2,2,0.0,0.04424152385525776
2011-2014,20300690999,4,4,3.691910101989016e-05,0.008583690987124463
2011-2014,20471593185.0,2,2,0.0,0.005722460658082976
2011-2014,20505987561.0,2,2,0.0,0.005722460658082976
2011-2014,20445575411,1,1,0.0,0.002145922746781116
2011-2014,20531659075.0,1,1,0.0,0.002145922746781116
2011-2014,10061635624,2,2,0.0,0.004291845493562232
2011-2014,20452774373.0,2,2,0.0,0.004291845493562232
2011-2014,20452638861.0,2,2,0.0,0.004291845493562232
2011-2014,20534174188,1,1,0.0,0.002145922746781116
2011-2014,20452345251.0,1,1,0.0,0.002145922746781116
2011-2014,20505026196,1,1,0.0,0.002145922746781116
2011-2014,20522243494.0,1,1,0.0,0.002145922746781116
2011-2014,10332653101,3,3,0.0,0.05931129291845494
2011-2014,20542024152.0,3,3,0.0,0.05931129291845494
2011-2014,20408036705.0,3,3,0.0,0.05931129291845494
2011-2014,20488351398,16,16,0.015910398699451184,0.07442985778002188
2011-2014,20530562370,11,11,0.02631284030217992,0.08435383881735814
2011-2014,20533942211.0,3,3,0.0,0.06544694391001923
2011-2014,20534000864.0,3,3,0.0,0.06544694391001923
2011-2014,20534167998,3,3,0.0,0.06544694391001923
2011-2014,20533954571,4,4,0.0,0.00894134477825465
2011-2014,20530698433.0,5,5,3.691910101989016e-05,0.01072961373390558
2011-2014,20407987731.0,4,4,0.0,0.00894134477825465
2011-2014,20534022752,4,4,0.0,0.00894134477825465
2011-2014,20408047227.0,4,4,0.0,0.00894134477825465
2011-2014,10316099861,4,4,0.0,0.059497221736381126
2011-2014,20531010036.0,6,6,0.00559833379625529,0.07162118390153048
2011-2014,20533984992.0,7,7,0.003054300076809692,0.06337099744208874
2011-2014,20534064838,4,4,0.0,0.059497221736381126
2011-2014,20534098732.0,4,4,0.0,0.059497221736381126
2011-2014,20408133140.0,4,4,0.0,0.05940411184320995
2011-2014,20530747311.0,4,4,0.0,0.05940411184320995
2011-2014,20530910912,4,4,0.0,0.05940411184320995
2011-2014,20407827024.0,4,4,0.0,0.05940411184320995
2011-2014,20534033525,5,5,5.1611053535762626e-05,0.07121806279139054
2011-2014,20407817908,5,5,5.1611053535762626e-05,0.07121806279139054
2011-2014,20518090179,2,2,0.0,0.004291845493562232
2011-2014,20103349932.0,2,2,0.0,0.004291845493562232
2011-2014,20510782764.0,2,2,0.0,0.004291845493562232
2011-2014,20219028611,3,3,0.0,0.007664009809932557
2011-2014,20510916710.0,3,3,0.0,0.007664009809932557
2011-2014,20510916124,3,3,0.0,0.007664009809932557
2011-2014,20530715893,4,5,0.0,0.07244127379353274
2011-2014,20530933882.0,4,4,2.828999367833647e-05,0.07244127379353274
2011-2014,20530713254.0,7,7,0.029838757291339318,0.07794502560125495
2011-2014,20321811559,2,2,0.0,0.05665556338479277
2011-2014,10402138519.0,2,2,0.0,0.05665556338479277
2011-2014,20488351398.0,6,6,0.004497720758277318,0.0704252828716348
2011-2014,20530862764,3,3,6.460842678480779e-05,0.04697924191560787
2011-2014,20533971823.0,9,10,0.002649714646115034,0.04780759126928357
2011-2014,20321811559.0,2,2,0.0,0.05921876360032942
2011-2014,20530633650.0,2,2,0.0,0.05921876360032942
2011-2014,20533983325,4,4,0.0,0.03909292221195794
2011-2014,20534112824.0,4,4,0.0,0.03909292221195794
2011-2014,20534070307.0,7,7,0.00922977525497254,0.04486906320072241
2011-2014,20531044445,8,8,0.004762564031565831,0.03925463026660926
2011-2014,20542030802.0,4,4,0.0,0.03909292221195794
2011-2014,20408092362.0,3,6,9.22977525497254e-06,0.04403622676080181
2011-2014,20423626462,4,4,0.0,0.06889151990528342
2011-2014,20534005157.0,4,4,0.0,0.06889151990528342
2011-2014,20516407566.0,6,6,0.001989375503150943,0.07003547503286192
2011-2014,10316661268,4,4,0.0,0.008583690987124463
2011-2014,20407941072.0,4,4,0.0,0.008583690987124463
2011-2014,20534156449.0,4,4,0.0,0.008583690987124463
2011-2014,20337572121,4,4,0.0,0.008583690987124463
2011-2014,20534015462.0,4,4,0.0,0.008583690987124463
2011-2014,20530969488,1,1,0.0,0.00869098712446352
2011-2014,20530990681.0,6,6,7.383820203978033e-05,0.014484978540772533
2011-2014,20542123134,3,3,0.0,0.05384287584086689
2011-2014,20530562370.0,5,5,0.005907056163182426,0.06578722264785296
2011-2014,20408093334,3,3,0.0,0.05384287584086689
2011-2014,20546926410,1,2,0.0,0.0038626609442060085
2011-2014,20364212829.0,3,4,1.845955050994508e-05,0.006437768240343348
2011-2014,20542058219.0,3,4,0.004792099312381744,0.06316011225925318
2011-2014,20505736215,2,2,0.0,0.004828326180257511
2011-2014,20506426155.0,3,3,1.845955050994508e-05,0.006437768240343348
2011-2014,20494812500.0,2,2,0.0,0.004828326180257511
2011-2014,20571131464,1,1,0.0,0.002145922746781116
2011-2014,20407011920.0,1,1,0.0,0.002145922746781116
2011-2014,20534186941.0,1,1,0.0,0.0591265225355314
2011-2014,20531086521,3,3,0.0,0.046921171159222695
2011-2014,20571310806.0,5,5,0.004061576335735273,0.0554149306099433
2011-2014,20571161452,3,3,0.0,0.046921171159222695
2011-2014,20571161452.0,2,3,0.0,0.054933758998279535
2011-2014,10091476130,5,5,0.0,0.01072961373390558
2011-2014,20545253209.0,5,5,0.0,0.01072961373390558
2011-2014,10024021861.0,5,5,0.0,0.01072961373390558
2011-2014,20110133091,5,5,0.0,0.01072961373390558
2011-2014,20537169207.0,5,5,0.0,0.01072961373390558
2011-2014,20118271107.0,5,5,0.0,0.01072961373390558
2011-2014,20536204858,1,1,0.0,0.002145922746781116
2011-2014,20445581659.0,1,1,0.0,0.002145922746781116
2011-2014,20451740777,1,1,0.0,0.002145922746781116
2011-2014,20505026196.0,1,1,0.0,0.002145922746781116
2011-2014,20534147377.0,1,2,0.0,0.054460871546357474
2011-2014,20534059672.0,4,6,1.845955050994508e-05,0.055013373141755306
2011-2014,20571178428,2,2,0.00017998061747196453,0.06511016718320954
2011-2014,20505352662,2,2,0.0,0.004828326180257511
2011-2014,20164483895.0,2,2,0.0,0.004828326180257511
2011-2014,20530706398.0,1,1,0.0,0.05674025032557722
2011-2014,20534151307,3,3,0.00010524888354767538,0.06274252474018373
2011-2014,20515427385,1,1,0.0,0.002145922746781116
2011-2014,20534171081.0,1,1,0.0,0.002145922746781116
2011-2014,20533916211,6,6,0.0002768932576491762,0.015110872675250358
2011-2014,20407864221.0,3,3,0.0,0.010666498359000253
2011-2014,20530826881.0,3,3,0.0,0.010666498359000253
2011-2014,20534013508,3,3,0.0,0.010666498359000253
2011-2014,20534070994,3,3,0.0,0.04444874410750721
2011-2014,20407941072,3,3,0.0,0.04444874410750721
2011-2014,20534098732,3,3,9.260541172489114e-05,0.05525360621224331
2011-2014,20533985964,1,1,0.0,0.005960896518836433
2011-2014,20533918698,1,1,0.0,0.002145922746781116
2011-2014,20531020937.0,1,1,0.0,0.002145922746781116
2011-2014,20530913776,2,2,9.22977525497254e-06,0.010989725582000261
2011-2014,20534013508.0,4,5,3.691910101989016e-05,0.014506437768240345
2011-2014,20530639933,6,6,0.0003968803359638193,0.01813304721030043
2011-2014,20534100494.0,3,3,0.0,0.013431886822444762
2011-2014,20534144866.0,3,3,0.0,0.013431886822444762
2011-2014,20530990681,2,2,0.0,0.004291845493562232
2011-2014,20542086263.0,2,2,0.0,0.004291845493562232
2011-2014,20531000316.0,2,2,0.0,0.004291845493562232
2011-2014,20487694976.0,3,3,0.001119725568015752,0.054933758998279535
2011-2014,20530996884,3,3,0.0,0.006437768240343348
2011-2014,20533966404.0,3,3,0.0,0.006437768240343348
2011-2014,20534160471.0,3,3,0.0,0.006437768240343348
2011-2014,20424796752,3,3,0.0,0.006437768240343348
2011-2014,20534186941,1,1,0.0,0.05657112886410009
2011-2014,20534018488.0,2,2,0.0,0.0591265225355314
2011-2014,20571263298,2,2,0.0,0.06876671642719412
2011-2014,20407961774,1,1,0.0,0.04099268625033603
2011-2014,20323041092,2,2,0.0030521181967949214,0.0723032904148784
2011-2014,20534142227,3,3,0.0,0.07271882656668804
2011-2014,20407789696,3,3,0.0,0.07271882656668804
2011-2014,20533967982,5,5,0.0,0.013370749422251568
2011-2014,20223022562.0,5,5,0.0,0.013370749422251568
2011-2014,20542188937,5,5,0.0,0.013370749422251568
2011-2014,20571147204.0,5,5,0.0,0.013370749422251568
2011-2014,20571240166.0,8,8,0.00016613595458950573,0.01738197424892704
2011-2014,20487694976,1,1,0.0,0.04099268625033603
2011-2014,20530779603.0,2,2,0.0005707077699324687,0.05453911992501603
2011-2014,10411518324,2,2,0.0,0.004291845493562232
2011-2014,20445399699.0,2,2,0.0,0.004291845493562232
2011-2014,20531654430.0,2,2,0.0,0.004291845493562232
2011-2014,20542155257,3,3,0.0,0.0108637339055794
2011-2014,20408070989.0,3,3,0.0,0.0108637339055794
2011-2014,20530633650,3,3,0.0,0.0108637339055794
2011-2014,20571109299.0,1,1,0.0,0.054460871546357474
2011-2014,20531836031,3,3,0.0,0.006437768240343348
2011-2014,20403336221.0,3,3,0.0,0.006437768240343348
2011-2014,20532014744.0,3,3,0.0,0.006437768240343348
2011-2014,20531609647,3,3,0.0,0.006437768240343348
2011-2014,20542005794,2,2,0.0,0.06142269816797922
2011-2014,20534171910,1,1,0.0,0.002145922746781116
2011-2014,20533680691.0,1,1,0.0,0.002145922746781116
2011-2014,10326420641,4,4,0.0,0.034634331631214564
2011-2014,10329214066.0,4,4,0.0,0.034634331631214564
2011-2014,20534100222.0,4,4,0.0,0.034634331631214564
2011-2014,20407845511.0,4,4,0.0,0.034634331631214564
2011-2014,20534131888.0,1,1,0.0,0.05623589254490542
2011-2014,20407769407.0,2,4,0.0,0.055013373141755306
2011-2014,20407810211.0,2,4,0.0,0.055013373141755306
2011-2014,10316582040,4,4,0.0,0.008583690987124463
2011-2014,10316546884.0,4,4,0.0,0.008583690987124463
2011-2014,10326090099.0,4,4,0.0,0.008583690987124463
2011-2014,20407819510,4,4,0.0,0.008583690987124463
2011-2014,20571214751.0,4,4,0.0,0.008583690987124463
2011-2014,20407938527,2,2,0.0,0.004291845493562232
2011-2014,20516765641.0,2,2,0.0,0.004291845493562232
2011-2014,20530849580.0,2,2,0.0,0.004291845493562232
2011-2014,20445200019,1,1,0.0,0.002145922746781116
2011-2014,20445578518.0,1,1,0.0,0.002145922746781116
2011-2014,20533652302.0,1,1,0.0,0.054933758998279535
2011-2014,20571192846,3,3,0.0,0.06295062598310308
2011-2014,20571108560,3,3,0.0,0.06295062598310308
2011-2014,20571360145,2,2,0.0,0.005722460658082976
2011-2014,20533922377.0,2,2,0.0,0.005722460658082976
2011-2014,20542091003.0,4,4,3.691910101989016e-05,0.008583690987124463
2011-2014,10083161871,1,2,0.0,0.002145922746781116
2011-2014,20449282729.0,1,2,0.0,0.002145922746781116
2011-2014,20533629823,2,2,0.0,0.005722460658082976
2011-2014,20407835558.0,2,2,0.0,0.005722460658082976
2011-2014,10316773384,3,3,9.22977525497254e-06,0.013948497854077254
2011-2014,10410819975,5,5,5.1611053535762626e-05,0.06827199184858122
2011-2014,20407772025.0,5,5,5.1611053535762626e-05,0.06827199184858122
2011-2014,20571110891,5,5,5.1611053535762626e-05,0.06827199184858122
2011-2014,20451684419.0,5,5,5.1611053535762626e-05,0.06827199184858122
2011-2014,20542408643,5,6,1.3844662882458809e-05,0.011683357176919408
2011-2014,20541586530.0,5,6,1.3844662882458809e-05,0.011683357176919408
2011-2014,20393112329.0,6,6,7.876074884243234e-05,0.013143776824034335
2011-2014,20352374963,3,3,1.8459550509945081e-06,0.009559110417479515
2011-2014,20529020024,2,2,0.0,0.009809932556713672
2011-2014,20489272467.0,8,8,0.0001845955050994508,0.017167381974248927
2011-2014,20489325331.0,2,2,0.0,0.009809932556713672
2011-2014,20541479458,4,4,0.00017767317365822142,0.03266742828912835
2011-2014,20442303135.0,3,3,0.0,0.032434089515634576
2011-2014,20529229331.0,9,9,0.004781023582075776,0.03783977110157368
2011-2014,20487281388,6,7,0.00369960158136816,0.03914459079473139
2011-2014,20136966911,1,1,0.0,0.002145922746781116
2011-2014,10199703141.0,1,1,0.0,0.002145922746781116
2011-2014,20489682363,5,6,0.0015598320180903594,0.021119872242738796
2011-2014,20529074388.0,3,3,0.001892103927269371,0.025509958046004727
2011-2014,20506876789,1,1,0.0,0.002145922746781116
2011-2014,20543933938.0,1,1,0.0,0.002145922746781116
2011-2014,20404837215,2,2,0.0,0.004291845493562232
2011-2014,20393273501.0,2,2,0.0,0.004291845493562232
2011-2014,10001253609.0,2,2,0.0,0.004291845493562232
2011-2014,20352374963.0,5,5,2.6458689064254613e-05,0.011683357176919408
2011-2014,20393112329,3,3,1.8459550509945081e-06,0.008762517882689558
2011-2014,20489586721,1,1,0.0,0.023049606762379906
2011-2014,20489734185.0,4,5,0.0004153398864737643,0.029873503501242373
2011-2014,20489430399,1,1,0.0,0.002145922746781116
2011-2014,20489528283.0,1,1,0.0,0.002145922746781116
2011-2014,20489637571.0,4,5,9.22977525497254e-06,0.017668375611629733
2011-2014,20529137720.0,2,2,9.922008399095482e-05,0.017531940278721396
2011-2014,20536871561,1,1,0.0,0.0075107296137339056
2011-2014,20489522242,7,7,0.003208885196978787,0.03153314258464473
2011-2014,20204035785.0,2,2,0.0,0.024153045383983197
2011-2014,20529187077.0,2,2,0.0,0.024153045383983197
2011-2014,20489688647,2,2,0.0,0.006706008583690987
2011-2014,20489415594.0,3,3,3.691910101989016e-05,0.007664009809932557
2011-2014,20489511631.0,4,4,5.537865152983525e-05,0.00894134477825465
2011-2014,20489272467,4,4,5.537865152983525e-05,0.008583690987124463
2011-2014,20489665949.0,1,1,0.0,0.004904966278356836
2011-2014,20505885725.0,1,1,0.0,0.004904966278356836
2011-2014,20489434891,3,3,9.922008399095482e-05,0.017599893535615665
2011-2014,20542591073.0,3,3,9.922008399095482e-05,0.017599893535615665
2011-2014,20489528283,1,1,0.0,0.002145922746781116
2011-2014,20489739900.0,1,1,0.0,0.002145922746781116
2011-2014,20545253209,5,5,0.0,0.01072961373390558
2011-2014,20102032951.0,5,5,0.0,0.01072961373390558
2011-2014,20110133091.0,5,5,0.0,0.01072961373390558
2011-2014,20536612972,5,5,0.0,0.01072961373390558
2011-2014,20545740452.0,5,5,0.0,0.01072961373390558
2011-2014,20535983829.0,5,5,0.0,0.01072961373390558
2011-2014,20489688990,3,3,0.0,0.007664009809932557
2011-2014,20489271819.0,3,3,0.0,0.007664009809932557
2011-2014,20489285526.0,5,5,5.537865152983525e-05,0.01072961373390558
2011-2014,20489604991,3,3,0.0,0.007664009809932557
2011-2014,10225183151,3,3,0.0,0.024949299627411214
2011-2014,20528900802.0,3,3,0.0,0.024949299627411214
2011-2014,10099381243.0,5,5,0.0006630055224821943,0.028739066659423045
2011-2014,20419457290,6,6,0.0009260541172489116,0.030474983437509
2011-2014,20321318241,2,2,0.0,0.005960896518836433
2011-2014,20489647614.0,4,4,7.383820203978033e-05,0.00894134477825465
2011-2014,20529204265.0,2,2,0.0,0.005960896518836433
2011-2014,20541586530,2,2,0.0,0.008762517882689558
2011-2014,20140769569,1,1,0.0,0.002145922746781116
2011-2014,20131039507.0,1,1,0.0,0.002145922746781116
2011-2014,20311657250,1,1,0.0,0.002145922746781116
2011-2014,20513894091.0,1,1,0.0,0.002145922746781116
2011-2014,20568237197.0,1,1,0.0,0.004904966278356836
2011-2014,20486583348,2,2,9.22977525497254e-06,0.004291845493562232
2011-2014,20486914557.0,1,1,0.0,0.002861230329041488
2011-2014,20538334899,1,1,0.0,0.022590908120342493
2011-2014,20487281388.0,10,11,0.0015782915686003045,0.02910751623197975
2011-2014,20528904204,2,2,0.0,0.006706008583690987
2011-2014,20171390614.0,2,2,0.0,0.006706008583690987
2011-2014,20489558867,2,2,0.0,0.004291845493562232
2011-2014,20491886413.0,2,2,0.0,0.004291845493562232
2011-2014,20186871864.0,2,2,0.0,0.004291845493562232
2011-2014,20489596521,1,1,0.0,0.002145922746781116
2011-2014,20489537436.0,1,1,0.0,0.002145922746781116
2011-2014,20489739900,1,1,0.0,0.002145922746781116
2011-2014,20486185296.0,1,1,0.0,0.002145922746781116
2011-2014,20265274227,1,1,0.0,0.002145922746781116
2011-2014,20542401479.0,1,1,0.0,0.002145922746781116
2011-2014,20489700523,1,1,0.0,0.00536480686695279
2011-2014,20538334899.0,4,5,0.00010460411955635545,0.03338803332491795
2011-2014,20489634989,1,1,0.0,0.002145922746781116
2011-2014,20529172550.0,1,1,0.0,0.002145922746781116
2011-2014,20489647614,2,2,0.0,0.009809932556713672
2011-2014,20546167241.0,2,2,0.0,0.009809932556713672
2011-2014,20447723965,2,2,0.0,0.004291845493562232
2011-2014,20259263230.0,2,2,0.0,0.004291845493562232
2011-2014,20135151581.0,2,2,0.0,0.004291845493562232
2011-2014,20568097328,2,2,0.0,0.022703862660944207
2011-2014,20547098464.0,2,2,0.0,0.022703862660944207
2011-2014,20285552886,1,1,0.0,0.004877097151775263
2011-2014,20489544998,8,10,2.7689325764917624e-05,0.0178826895565093
2011-2014,20548276447.0,5,5,9.229775254972539e-06,0.01430615164520744
2011-2014,20529186429.0,5,5,9.229775254972539e-06,0.01430615164520744
2011-2014,20489326818,8,10,2.7689325764917624e-05,0.0178826895565093
2011-2014,20489532981.0,10,12,0.0001845955050994508,0.02145922746781116
2011-2014,20489573157.0,5,5,9.229775254972539e-06,0.01430615164520744
2011-2014,20542455994,3,3,0.0,0.006437768240343348
2011-2014,20494902673.0,3,3,0.0,0.006437768240343348
2011-2014,20433056117.0,3,3,0.0,0.006437768240343348
2011-2014,20494565065,3,3,0.0,0.006437768240343348
2011-2014,20489637571,1,1,0.0,0.002145922746781116
2011-2014,20542448513.0,1,1,0.0,0.002145922746781116
2011-2014,20452533503,6,6,1.025530583885838e-06,0.014484978540772533
2011-2014,20419335771.0,6,6,1.025530583885838e-06,0.014484978540772533
2011-2014,10079685726.0,9,10,6.922331441229405e-05,0.019313304721030045
2011-2014,20477366334,6,6,1.025530583885838e-06,0.014484978540772533
2011-2014,20452477671.0,9,10,6.922331441229405e-05,0.019313304721030045
2011-2014,99000013150.0,6,6,1.025530583885838e-06,0.014484978540772533
2011-2014,20522103137.0,6,6,1.025530583885838e-06,0.014484978540772533
2011-2014,20404740131,2,2,0.0,0.004291845493562232
2011-2014,20486834529.0,2,2,0.0,0.004291845493562232
2011-2014,20285552886.0,2,2,0.0,0.004291845493562232
2011-2014,20534108983,2,2,0.0012091005584014029,0.04398519984682637
2011-2014,20528949054.0,1,1,0.0,0.004904966278356836
2011-2014,99000013150,4,4,1.025530583885838e-06,0.012415695892090744
2011-2014,20481141134.0,4,4,1.025530583885838e-06,0.012415695892090744
2011-2014,20439867087,4,4,1.025530583885838e-06,0.012415695892090744
2011-2014,20447206987,1,1,0.0,0.011294330246216398
2011-2014,20422304640,5,5,5.274157288555737e-06,0.028203556100551808
2011-2014,10086051546.0,5,5,5.274157288555737e-06,0.028203556100551808
2011-2014,20547098464,5,5,5.274157288555737e-06,0.028203556100551808
2011-2014,20419457290.0,7,8,0.0003691910101989016,0.028558317812508432
2011-2014,20226217003.0,10,10,0.003957925410230547,0.03632618025751073
2011-2014,20529004258,3,4,0.0,0.02967825184437151
2011-2014,20542433672,4,4,0.0,0.011444921316165951
2011-2014,20506298301.0,4,4,0.0,0.011444921316165951
2011-2014,20402277689,4,4,0.0,0.011444921316165951
2011-2014,20489561493.0,4,4,0.0,0.011444921316165951
2011-2014,20489477433,1,1,0.0,0.002145922746781116
2011-2014,20489689295.0,1,1,0.0,0.002145922746781116
2011-2014,20528900802,1,1,0.0,0.002145922746781116
2011-2014,20489327032.0,1,1,0.0,0.002145922746781116
2011-2014,20542502747,2,2,3.691910101989016e-05,0.006706008583690987
2011-2014,20528943447.0,1,1,0.0,0.004470672389127325
2011-2014,10099381243,3,3,5.274157288555737e-06,0.022817952423059503
2011-2014,20295182467,3,3,5.274157288555737e-06,0.022817952423059503
2011-2014,20447206987.0,5,5,9.229775254972539e-06,0.01430615164520744
2011-2014,20511281688.0,5,5,9.229775254972539e-06,0.01430615164520744
2011-2014,20447023556.0,5,5,9.229775254972539e-06,0.01430615164520744
2011-2014,20489539137,1,1,0.0,0.002145922746781116
2011-2014,20489665604.0,1,1,0.0,0.002145922746781116
2011-2014,20487170632,2,2,0.0,0.004291845493562232
2011-2014,20140409945.0,2,2,0.0,0.004291845493562232
2011-2014,20505655215.0,2,2,0.0,0.004291845493562232
2011-2014,20489573661,2,2,0.0,0.005960896518836433
2011-2014,20489595045.0,2,2,0.0,0.005960896518836433
2011-2014,20489681120,2,2,0.0,0.004291845493562232
2011-2014,20529068655.0,2,2,0.0,0.004291845493562232
2011-2014,20446927753.0,2,2,0.0,0.004291845493562232
2011-2014,20548040320,2,3,0.0,0.004291845493562232
2011-2014,99000010053.0,2,2,4.61488762748627e-06,0.004291845493562232
2011-2014,20102297581.0,2,3,0.0,0.004291845493562232
2011-2014,10094523929.0,2,2,0.0,0.024812964656769625
2011-2014,20529204265,1,1,0.0,0.0038626609442060085
2011-2014,20489430399.0,3,3,1.845955050994508e-05,0.006437768240343348
2011-2014,20451481224,2,2,0.0,0.02536744431390414
2011-2014,20295182467.0,5,5,0.0007999138554309535,0.029485535923304163
2011-2014,20489415594,1,1,0.0,0.002145922746781116
2011-2014,20404740131.0,1,1,0.0,0.002145922746781116
2011-2014,20547397291.0,2,2,0.0,0.005722460658082976
2011-2014,20543652416.0,2,2,0.0,0.005722460658082976
2011-2014,20531692951,1,1,0.0,0.002145922746781116
2011-2014,20511317038.0,1,1,0.0,0.002145922746781116
2011-2014,10106886429,9,9,0.003008137585183134,0.03632618025751073
2011-2014,20528990011.0,3,3,0.0,0.027028407929695485
2011-2014,10225300939.0,3,3,0.0,0.027028407929695485
2011-2014,20127619965,3,3,0.0,0.027028407929695485
2011-2014,10283106000,1,1,0.0,0.002145922746781116
2011-2014,20515430505.0,1,1,0.0,0.002145922746781116
2011-2014,20489532981,1,1,0.0,0.002145922746781116
2011-2014,20489674425.0,1,1,0.0,0.002145922746781116
2011-2014,15401728071,2,2,0.0,0.004291845493562232
2011-2014,20486478803.0,2,2,0.0,0.004291845493562232
2011-2014,20504218130.0,2,2,0.0,0.004291845493562232
2011-2014,10224611361,2,2,0.0,0.004291845493562232
2011-2014,10214896031.0,2,2,0.0,0.004291845493562232
2011-2014,20489558867.0,2,2,0.0,0.004291845493562232
2011-2014,20529218053.0,1,1,0.0,0.002861230329041488
2011-2014,20573022247,1,1,0.0,0.002145922746781116
2011-2014,20528955534.0,1,1,0.0,0.002145922746781116
2011-2014,10412348236,2,2,0.0,0.004291845493562232
2011-2014,20486286645.0,2,2,0.0,0.004291845493562232
2011-2014,20486845725.0,2,2,0.0,0.004291845493562232
2011-2014,20529032464,1,1,0.0,0.0038626609442060085
