periodo,empresa,degree_co,degreew_co,betweenness_co,closeness_co
2019-2022,20602794769,2,2,0.0,0.004464285714285714
2019-2022,20602214959.0,2,2,0.0,0.004464285714285714
2019-2022,20483795590.0,2,2,0.0,0.004464285714285714
2019-2022,20488252578,1,2,0.0,0.013429853985793213
2019-2022,20408018804.0,2,3,0.00031959092361776926,0.016314117929050815
2019-2022,20445653234,1,1,0.0,0.002232142857142857
2019-2022,20445464261.0,1,1,0.0,0.002232142857142857
2019-2022,20542022290,1,1,0.0,0.013733353510895885
2019-2022,20533788891.0,4,4,0.0009188239054010866,0.016764162561576357
2019-2022,20172889540,1,1,0.0,0.006696428571428571
2019-2022,20445328597,1,1,0.0,0.002976190476190476
2019-2022,20531084072.0,2,2,9.98721636305529e-06,0.004464285714285714
2019-2022,20531089627,2,2,0.0,0.004464285714285714
2019-2022,20603063326.0,2,2,0.0,0.004464285714285714
2019-2022,2057116099.0,2,2,0.0,0.004464285714285714
2019-2022,20531065019,3,3,5.992329817833173e-05,0.006975446428571429
2019-2022,20604332886.0,2,2,0.0,0.005073051948051948
2019-2022,20530954022.0,2,2,0.0,0.005073051948051948
2019-2022,20533651918,1,1,0.0,0.002232142857142857
2019-2022,20445582973.0,1,1,0.0,0.002232142857142857
2019-2022,20323041092.0,2,2,5.992329817833173e-05,0.006975446428571429
2019-2022,20445585051,1,1,0.0,0.006696428571428571
2019-2022,20489557976,1,1,0.0,0.002232142857142857
2019-2022,20542531097.0,1,1,0.0,0.002232142857142857
2019-2022,20542181924,2,3,0.0,0.01020408163265306
2019-2022,20533946471.0,2,2,3.495525727069351e-05,0.01020408163265306
2019-2022,20530592520.0,8,9,0.0002496804090763822,0.017857142857142856
2019-2022,20101031854,1,1,0.0,0.002232142857142857
2019-2022,20529104988.0,1,1,0.0,0.002232142857142857
2019-2022,10273601398,1,1,0.0,0.002232142857142857
2019-2022,20529359625.0,1,1,0.0,0.002232142857142857
2019-2022,20571153867,2,2,3.994886545222116e-05,0.006200396825396826
2019-2022,20530835104.0,1,1,0.0,0.004292582417582418
2019-2022,20602820697,2,2,0.0,0.004464285714285714
2019-2022,20449294492.0,2,2,0.0,0.004464285714285714
2019-2022,20542166020.0,2,2,0.0,0.004464285714285714
2019-2022,20480479557,2,2,0.0,0.004464285714285714
2019-2022,20601080843.0,2,2,0.0,0.004464285714285714
2019-2022,20480139705.0,2,2,0.0,0.004464285714285714
2019-2022,20559538052,2,2,0.0,0.005022321428571428
2019-2022,20600471962.0,2,2,0.0,0.005022321428571428
2019-2022,20453649840.0,3,3,1.997443272611058e-05,0.006696428571428571
2019-2022,20573264097.0,2,2,0.0,0.010368663594470045
2019-2022,20514413542,1,1,0.0,0.002232142857142857
2019-2022,20533923004.0,1,1,0.0,0.002232142857142857
2019-2022,20445676790,1,1,0.0,0.002232142857142857
2019-2022,20531754736.0,1,1,0.0,0.002232142857142857
2019-2022,20408018804,2,3,3.994886545222116e-05,0.005580357142857143
2019-2022,20604920818.0,1,1,0.0,0.003985969387755102
2019-2022,20531092504,1,1,0.0,0.005580357142857143
2019-2022,20534489685,1,1,0.0,0.002232142857142857
2019-2022,20533974415.0,1,1,0.0,0.002232142857142857
2019-2022,20488351398,1,1,0.0,0.002232142857142857
2019-2022,20536351303.0,1,1,0.0,0.002232142857142857
2019-2022,20542044340,1,1,0.0,0.005580357142857143
2019-2022,20531608756.0,1,1,0.0,0.004650297619047619
2019-2022,20407863250,3,3,2.9961649089165866e-05,0.006696428571428571
2019-2022,20571263298.0,1,1,0.0,0.0040178571428571425
2019-2022,20489532981,1,1,0.0,0.002232142857142857
2019-2022,20549010114.0,1,1,0.0,0.002232142857142857
2019-2022,20603757387,2,2,0.0,0.01020408163265306
2019-2022,20542083167.0,2,2,0.0,0.01020408163265306
2019-2022,20569181756,2,2,9.98721636305529e-06,0.004464285714285714
2019-2022,20600697162.0,1,1,0.0,0.002976190476190476
2019-2022,20532056315,1,3,0.0,0.006181318681318681
2019-2022,20569181756.0,4,7,0.00011984659635666346,0.010044642857142856
2019-2022,20569325260.0,1,1,0.0,0.002976190476190476
2019-2022,20494713609,1,2,0.0,0.002232142857142857
2019-2022,10214140042.0,1,2,0.0,0.002232142857142857
2019-2022,20542166020,1,1,0.0,0.002232142857142857
2019-2022,20407811705.0,1,1,0.0,0.002232142857142857
2019-2022,20571357438,1,1,0.0,0.007142857142857143
2019-2022,20571273501.0,3,3,0.0001697826781719399,0.01098901098901099
2019-2022,20536147871,1,1,0.0,0.002232142857142857
2019-2022,20339480932.0,1,1,0.0,0.002232142857142857
2019-2022,20534142227,2,2,0.0,0.01020408163265306
2019-2022,20542181924.0,2,2,0.0,0.01020408163265306
2019-2022,20534166240,2,2,1.997443272611058e-05,0.005022321428571428
2019-2022,20545337305.0,1,1,0.0,0.0033482142857142855
2019-2022,20542191059,3,4,2.9961649089165866e-05,0.006696428571428571
2019-2022,20571250552.0,1,2,0.0,0.0040178571428571425
2019-2022,20531884435,1,1,0.0,0.002976190476190476
2019-2022,20542438984.0,2,2,9.98721636305529e-06,0.004464285714285714
2019-2022,20531065019.0,2,2,1.997443272611058e-05,0.005022321428571428
2019-2022,20488415973,1,1,0.0,0.0040178571428571425
2019-2022,20571288363.0,3,3,1.997443272611058e-05,0.006696428571428571
2019-2022,20549761608,1,1,0.0,0.002232142857142857
2019-2022,20486290910.0,1,1,0.0,0.002232142857142857
2019-2022,20530933882,1,1,0.0,0.002976190476190476
2019-2022,20541706454.0,2,2,9.98721636305529e-06,0.004464285714285714
2019-2022,20534158069,2,2,3.994886545222116e-05,0.006200396825396826
2019-2022,20571395283.0,3,3,7.989773090444231e-05,0.007971938775510204
2019-2022,20608456857,2,2,0.0,0.013811383928571428
2019-2022,20601052980.0,2,2,0.0,0.013811383928571428
2019-2022,20530706398,1,1,0.0,0.002976190476190476
2019-2022,20600683650.0,2,2,9.98721636305529e-06,0.004464285714285714
2019-2022,20531820542,1,1,0.0,0.006696428571428571
2019-2022,20486290910,2,2,3.994886545222116e-05,0.005580357142857143
2019-2022,20487110141.0,1,1,0.0,0.003985969387755102
2019-2022,20445582973,1,1,0.0,0.002976190476190476
2019-2022,20605871420,2,2,0.0,0.004464285714285714
2019-2022,20530585078.0,2,2,0.0,0.004464285714285714
2019-2022,20600403207.0,2,2,0.0,0.004464285714285714
2019-2022,20533729615,1,1,0.0,0.004464285714285714
2019-2022,20260236611.0,3,3,4.993608181527645e-05,0.007142857142857143
2019-2022,20571184151.0,2,3,5.992329817833173e-05,0.006975446428571429
2019-2022,20571135885,3,3,0.0011884787472035794,0.014732142857142859
2019-2022,20542191059.0,3,3,0.0006291946308724832,0.012594837157660991
2019-2022,20533631305,1,1,0.0,0.01080357142857143
2019-2022,20461192077,2,2,2.9961649089165866e-05,0.005952380952380952
2019-2022,20445667618.0,1,1,0.0,0.003968253968253968
2019-2022,20542049228,5,5,0.0012184403962927453,0.01800595238095238
2019-2022,20533652213.0,1,1,0.0,0.01455571000855432
2019-2022,20445575411,1,1,0.0,0.002976190476190476
2019-2022,20126533447,1,1,0.0,0.002976190476190476
2019-2022,20603321309.0,2,2,9.98721636305529e-06,0.004464285714285714
2019-2022,20571309891,3,4,0.0014581335890060721,0.013139478764478766
2019-2022,20571135885.0,2,2,0.000619207414509428,0.011412223340040242
2019-2022,20605992146,1,1,0.0,0.002976190476190476
2019-2022,20606854081.0,1,1,0.0,0.004292582417582418
2019-2022,20571395283,5,5,0.00021971875998721637,0.011904761904761904
2019-2022,20604232610.0,1,1,0.0,0.007518796992481203
2019-2022,20533751386,4,4,0.0,0.009300595238095238
2019-2022,20541445553.0,4,4,0.0,0.009300595238095238
2019-2022,20534027126.0,5,5,3.994886545222116e-05,0.011160714285714286
2019-2022,20602541216,4,4,0.0,0.009300595238095238
2019-2022,20450157008.0,4,4,0.0,0.009300595238095238
2019-2022,20608705334,2,2,0.0,0.004464285714285714
2019-2022,20542040786.0,2,2,0.0,0.004464285714285714
2019-2022,20486419971.0,2,2,0.0,0.004464285714285714
2019-2022,20571238269,1,1,0.0,0.01080357142857143
2019-2022,20531084072,1,1,0.0,0.002232142857142857
2019-2022,20533086510.0,1,1,0.0,0.002232142857142857
2019-2022,20534171910,1,1,0.0,0.0033482142857142855
2019-2022,20488351398.0,2,2,1.997443272611058e-05,0.005022321428571428
2019-2022,20608495267,2,2,9.98721636305529e-06,0.004464285714285714
2019-2022,20544063392.0,1,1,0.0,0.002976190476190476
2019-2022,20531000316,1,1,0.0,0.013733353510895885
2019-2022,20530990681.0,2,2,0.00031959092361776926,0.016764162561576357
2019-2022,20533631305.0,1,1,0.0,0.0040178571428571425
2019-2022,20603092440,1,1,0.0,0.005073051948051948
2019-2022,20486419971,1,1,0.0,0.002232142857142857
2019-2022,20533786333.0,1,1,0.0,0.002232142857142857
2019-2022,20408114943,1,1,0.0,0.006181318681318681
2019-2022,20601568561.0,1,1,0.0,0.012339104423495287
2019-2022,20600770226.0,1,1,0.0,0.007518796992481203
2019-2022,20529066521,1,1,0.0,0.002232142857142857
2019-2022,20542141116.0,1,1,0.0,0.002232142857142857
2019-2022,20542132982,1,1,0.0,0.009523809523809523
2019-2022,20542030802,1,1,0.0,0.0033482142857142855
2019-2022,20407893248,1,1,0.0,0.002232142857142857
2019-2022,20407909268.0,1,1,0.0,0.002232142857142857
2019-2022,20601175411,1,1,0.0,0.0040178571428571425
2019-2022,20516419572,1,1,0.0,0.002232142857142857
2019-2022,20477886095.0,1,1,0.0,0.002232142857142857
2019-2022,20144691173,1,1,0.0,0.002232142857142857
2019-2022,20600459211.0,1,1,0.0,0.002232142857142857
2019-2022,20408135517,1,1,0.0,0.002232142857142857
2019-2022,20523814363.0,1,1,0.0,0.002232142857142857
2019-2022,20323041092,4,4,0.0029562160434643656,0.020426920768307325
2019-2022,20605233083.0,2,2,0.0013982102908277406,0.017239741641337385
2019-2022,20542049228.0,2,3,0.00031959092361776926,0.01130606312292359
2019-2022,20481520585,1,1,0.0,0.0040178571428571425
2019-2022,20107211480.0,3,3,1.997443272611058e-05,0.006696428571428571
2019-2022,20600253027.0,1,1,0.0,0.002976190476190476
2019-2022,20478157976,1,1,0.0,0.002232142857142857
2019-2022,20507991662.0,1,1,0.0,0.002232142857142857
2019-2022,20600454693,1,1,0.0,0.002232142857142857
2019-2022,20407978588.0,1,1,0.0,0.002232142857142857
2019-2022,20260236611,2,2,1.997443272611058e-05,0.005022321428571428
2019-2022,20504220461,1,1,0.0,0.004650297619047619
2019-2022,20489585325.0,2,2,3.994886545222116e-05,0.006975446428571429
2019-2022,20486960401,1,1,0.0,0.002976190476190476
2019-2022,20136318323.0,1,1,0.0,0.01455571000855432
2019-2022,20600403207,2,2,0.0,0.006802721088435373
2019-2022,20534016949.0,4,4,0.0001697826781719399,0.009523809523809523
2019-2022,20533675183.0,2,2,0.0,0.006802721088435373
2019-2022,20533974415,2,2,0.00015979546180888463,0.01020408163265306
2019-2022,20604129240,1,1,0.0,0.006493506493506493
2019-2022,20319536699,1,1,0.0,0.002232142857142857
2019-2022,20534166240.0,1,1,0.0,0.002232142857142857
2019-2022,20600285956,1,1,0.0,0.002232142857142857
2019-2022,20609991969.0,1,1,0.0,0.002232142857142857
2019-2022,20530592520,5,5,0.003006152125279642,0.02113742236024845
2019-2022,20534098732.0,2,2,0.0,0.017743091762252347
2019-2022,20530862764.0,3,3,0.0021572387344199425,0.018990652901785716
2019-2022,20534158069.0,1,1,0.0,0.007518796992481203
2019-2022,20534121734,1,1,0.0,0.002976190476190476
2019-2022,20534013923.0,2,2,9.98721636305529e-06,0.004464285714285714
2019-2022,20530706398.0,3,3,0.003345717481623522,0.021899131274131275
2019-2022,20571131464,3,3,0.0019974432726110576,0.016880580357142856
2019-2022,20528901361,2,2,9.98721636305529e-06,0.004464285714285714
2019-2022,20541769537.0,1,1,0.0,0.002976190476190476
2019-2022,20532002819,1,2,0.0,0.006181318681318681
2019-2022,20603354185,1,1,0.0,0.002232142857142857
2019-2022,20601485088.0,1,1,0.0,0.002232142857142857
2019-2022,20533744509,1,1,0.0,0.002232142857142857
2019-2022,20407871279.0,1,1,0.0,0.002232142857142857
2019-2022,20600683650,1,1,0.0,0.002232142857142857
2019-2022,20600309481.0,1,1,0.0,0.002232142857142857
2019-2022,20534040068,1,1,0.0,0.004464285714285714
2019-2022,20607925136.0,1,1,0.0,0.0033482142857142855
2019-2022,20601050987,1,1,0.0,0.002232142857142857
2019-2022,20533744509.0,1,1,0.0,0.002232142857142857
2019-2022,20533729615.0,1,1,0.0,0.0040178571428571425
2019-2022,20571153867.0,1,1,0.0,0.007518796992481203
2019-2022,20486397714,1,1,0.0,0.0040178571428571425
2019-2022,20407863250.0,3,3,2.9961649089165866e-05,0.006696428571428571
2019-2022,20408010498.0,1,1,0.0,0.0040178571428571425
2019-2022,20602691528,1,1,0.0,0.006200396825396826
2019-2022,20407769407,1,1,0.0,0.006493506493506493
2019-2022,20600770226,1,1,0.0,0.002232142857142857
2019-2022,20605432477.0,1,1,0.0,0.002232142857142857
2019-2022,20608582801,1,1,0.0,0.009841310005783692
2019-2022,20516256096.0,1,1,0.0,0.0040178571428571425
2019-2022,20571420067,1,2,0.0,0.002232142857142857
2019-2022,20542083329.0,1,2,0.0,0.002232142857142857
2019-2022,20603096763,1,1,0.0,0.0040178571428571425
2019-2022,20539979885,1,1,0.0,0.002232142857142857
2019-2022,20481605491.0,1,1,0.0,0.002232142857142857
2019-2022,20541616382,1,1,0.0,0.002232142857142857
2019-2022,20531897413.0,1,1,0.0,0.002232142857142857
2019-2022,20602406939,2,2,0.0,0.004464285714285714
2019-2022,20604803595.0,2,2,0.0,0.004464285714285714
2019-2022,20461192077.0,2,2,0.0,0.004464285714285714
2019-2022,20534157500.0,3,3,0.0016179290508149568,0.014912905346187555
2019-2022,20601568561,2,2,6.991051454138702e-05,0.007936507936507936
2019-2022,20601649161,1,1,0.0,0.002232142857142857
2019-2022,20600044207.0,1,1,0.0,0.002232142857142857
2019-2022,20605308423,1,2,0.0,0.002232142857142857
2019-2022,20530933882.0,1,2,0.0,0.002232142857142857
2019-2022,20603373945,1,1,0.0,0.002232142857142857
2019-2022,20533693327.0,1,1,0.0,0.002232142857142857
2019-2022,20487110141,1,1,0.0,0.002232142857142857
2019-2022,20549761608.0,1,1,0.0,0.002232142857142857
2019-2022,20533621768.0,2,2,0.0,0.014383453085376162
2019-2022,20532033293,1,1,0.0,0.002232142857142857
2019-2022,20600095936.0,1,1,0.0,0.002232142857142857
2019-2022,20571131464.0,1,1,0.0,0.01455571000855432
2019-2022,20274419637,1,1,0.0,0.002232142857142857
2019-2022,20600194420.0,1,1,0.0,0.002232142857142857
2019-2022,20605106910,1,1,0.0,0.002976190476190476
2019-2022,20602002285,1,1,0.0,0.002232142857142857
2019-2022,20602797016.0,1,1,0.0,0.002232142857142857
2019-2022,20542073013,1,1,0.0,0.0040178571428571425
2019-2022,20408061726,1,1,0.0,0.002232142857142857
2019-2022,20607764621.0,1,1,0.0,0.002232142857142857
2019-2022,20407011920.0,1,1,0.0,0.016536078717201166
2019-2022,20445700178,1,1,0.0,0.002232142857142857
2019-2022,20445710211.0,1,1,0.0,0.002232142857142857
2019-2022,20531750749,1,1,0.0,0.002232142857142857
2019-2022,20445685438.0,1,1,0.0,0.002232142857142857
2019-2022,20600805348.0,1,1,0.0,0.005739795918367346
2019-2022,20600140893,1,1,0.0,0.002976190476190476
2019-2022,20534145757.0,1,1,0.0,0.005714285714285714
2019-2022,20604155828,1,1,0.0,0.002232142857142857
2019-2022,20531064047.0,1,1,0.0,0.002232142857142857
2019-2022,20534010151,1,1,0.0,0.002232142857142857
2019-2022,20603432224.0,1,1,0.0,0.002232142857142857
2019-2022,20407851677,1,1,0.0,0.002232142857142857
2019-2022,20534022914.0,1,1,0.0,0.002232142857142857
2019-2022,20601485088,1,1,0.0,0.002232142857142857
2019-2022,20603354185.0,1,1,0.0,0.002232142857142857
2019-2022,20601994322,1,1,0.0,0.005580357142857143
2019-2022,20607977454.0,1,1,0.0,0.01455571000855432
2019-2022,20531055722,1,1,0.0,0.009523809523809523
2019-2022,20531927851,2,2,0.0,0.004464285714285714
2019-2022,20568223307.0,2,2,0.0,0.004464285714285714
2019-2022,20600180771.0,2,2,0.0,0.004464285714285714
2019-2022,20602640265,2,2,0.0,0.004464285714285714
2019-2022,20487292401.0,2,2,0.0,0.004464285714285714
2019-2022,20600043286.0,2,2,0.0,0.004464285714285714
2019-2022,20487283755,2,2,0.0,0.004464285714285714
2019-2022,20486887568.0,2,2,0.0,0.004464285714285714
2019-2022,20486990903.0,2,2,0.0,0.004464285714285714
2019-2022,20515284177,1,2,0.0,0.002232142857142857
2019-2022,20600630963.0,1,2,0.0,0.002232142857142857
2019-2022,20489708346,1,1,0.0,0.002232142857142857
2019-2022,20529284609.0,1,1,0.0,0.002232142857142857
2019-2022,20489734185,1,1,0.0,0.004650297619047619
2019-2022,20511631760.0,3,3,3.994886545222116e-05,0.006975446428571429
2019-2022,20489512794,1,1,0.0,0.0033482142857142855
2019-2022,20529137720.0,2,2,1.997443272611058e-05,0.005022321428571428
2019-2022,10103454731,1,1,0.0,0.002232142857142857
2019-2022,20603142633.0,1,1,0.0,0.002232142857142857
2019-2022,20529166151,1,1,0.0,0.002232142857142857
2019-2022,20529119667.0,1,1,0.0,0.002232142857142857
2019-2022,20510591829,1,1,0.0,0.0040178571428571425
2019-2022,20604243221.0,3,3,1.997443272611058e-05,0.006696428571428571
2019-2022,20511631760,2,2,3.994886545222116e-05,0.006200396825396826
2019-2022,20489734185.0,3,3,5.992329817833173e-05,0.007971938775510204
2019-2022,20604063290,1,1,0.0,0.002232142857142857
2019-2022,20601277078.0,1,1,0.0,0.002232142857142857
2019-2022,20528924493,1,1,0.0,0.006200396825396826
2019-2022,20568917147,1,1,0.0,0.002232142857142857
2019-2022,20529014211.0,1,1,0.0,0.002232142857142857
2019-2022,20477530665,2,2,0.0,0.005952380952380952
2019-2022,99000027401.0,4,4,3.994886545222116e-05,0.008928571428571428
2019-2022,20568688105.0,2,2,0.0,0.005952380952380952
2019-2022,20604141673,2,2,0.0,0.004464285714285714
2019-2022,20552960816.0,2,2,0.0,0.004464285714285714
2019-2022,20486991381.0,2,2,0.0,0.004464285714285714
2019-2022,20600101791,2,2,0.0,0.005022321428571428
2019-2022,20601543738.0,2,2,0.0,0.005022321428571428
2019-2022,20489682363,2,2,0.0,0.005022321428571428
2019-2022,20600066839.0,2,2,0.0,0.005022321428571428
2019-2022,20537169207,2,2,0.0,0.004464285714285714
2019-2022,20486845725.0,2,2,0.0,0.004464285714285714
2019-2022,20601169941.0,2,2,0.0,0.004464285714285714
2019-2022,20419278875,2,2,0.0,0.005952380952380952
2019-2022,20419457290.0,2,2,0.0,0.005952380952380952
2019-2022,20528956000,1,1,0.0,0.002232142857142857
2019-2022,20600075102.0,1,1,0.0,0.002232142857142857
2019-2022,20529074388,1,1,0.0,0.002232142857142857
2019-2022,20604553947.0,1,1,0.0,0.002232142857142857
2019-2022,20510591829.0,1,1,0.0,0.004292582417582418
2019-2022,20604010781,1,1,0.0,0.002232142857142857
2019-2022,20542401479.0,1,1,0.0,0.002232142857142857
2019-2022,20542531097,2,2,3.994886545222116e-05,0.006200396825396826
2019-2022,20489594235,4,4,7.989773090444231e-05,0.009300595238095238
2019-2022,20529230851.0,2,2,0.0,0.006200396825396826
2019-2022,20489580285.0,2,2,0.0,0.006200396825396826
2019-2022,20601736048,2,2,0.0,0.006200396825396826
2019-2022,20529068655.0,1,1,0.0,0.005580357142857143
2019-2022,20489682363.0,4,4,0.00028962927452860337,0.010368663594470045
2019-2022,20529278625,1,1,0.0,0.002232142857142857
2019-2022,20542500531.0,1,1,0.0,0.002232142857142857
2019-2022,20487925617,1,1,0.0,0.002232142857142857
2019-2022,20601750555.0,1,1,0.0,0.002232142857142857
2019-2022,20533976540,1,2,0.0,0.002976190476190476
2019-2022,20600079493,1,1,0.0,0.006200396825396826
2019-2022,20486298147,1,1,0.0,0.002232142857142857
2019-2022,20319094815.0,1,1,0.0,0.002232142857142857
2019-2022,20288331996,3,3,0.0,0.007142857142857143
2019-2022,20489637571.0,3,3,0.0,0.007142857142857143
2019-2022,20542489627,3,3,0.0,0.007142857142857143
2019-2022,20600079787,1,1,0.0,0.002232142857142857
2019-2022,20604329206.0,1,1,0.0,0.002232142857142857
2019-2022,20486093847,1,1,0.0,0.002232142857142857
2019-2022,20541541439.0,1,1,0.0,0.002232142857142857
2019-2022,20528003401.0,1,1,0.0,0.008035714285714285
2019-2022,20489601541.0,1,1,0.0,0.004292582417582418
2019-2022,20539211162,1,1,0.0,0.002232142857142857
2019-2022,20489730864.0,1,1,0.0,0.002232142857142857
2019-2022,20486783606,1,1,0.0,0.002232142857142857
2019-2022,20600977661.0,1,1,0.0,0.002232142857142857
2019-2022,20573212020,2,2,0.0,0.0078397212543554
2019-2022,20600819331.0,2,2,0.0,0.0078397212543554
2019-2022,20534029927,2,2,0.0,0.004464285714285714
2019-2022,20456317376.0,2,2,0.0,0.004464285714285714
2019-2022,20344483702.0,2,2,0.0,0.004464285714285714
2019-2022,20600819331,1,1,0.0,0.007653061224489795
2019-2022,20486867290,1,1,0.0,0.002232142857142857
2019-2022,20600079787.0,1,1,0.0,0.002232142857142857
2019-2022,20528953086,2,2,0.0,0.005022321428571428
2019-2022,20486834529.0,2,2,0.0,0.005022321428571428
2019-2022,20604694621.0,1,1,0.0,0.002976190476190476
2019-2022,20573098731,2,3,9.98721636305529e-06,0.004464285714285714
2019-2022,20604520062.0,1,2,0.0,0.002976190476190476
2019-2022,20489430399,1,1,0.0,0.002232142857142857
2019-2022,20606797533.0,1,1,0.0,0.002232142857142857
2019-2022,20529186429.0,1,1,0.0,0.0078397212543554
2019-2022,20514402346,2,2,0.0,0.005022321428571428
2019-2022,20529166151.0,2,2,0.0,0.005022321428571428
2019-2022,20541541439,1,1,0.0,0.002232142857142857
2019-2022,20489522242.0,1,1,0.0,0.002232142857142857
2019-2022,20529068655,1,1,0.0,0.002232142857142857
2019-2022,20609789621.0,1,1,0.0,0.002232142857142857
2019-2022,20489748054,1,1,0.0,0.002232142857142857
2019-2022,20542471337.0,1,1,0.0,0.002232142857142857
2019-2022,20551950990.0,1,1,0.0,0.002976190476190476
2019-2022,20547097069,1,1,0.0,0.002232142857142857
2019-2022,20608946889.0,1,1,0.0,0.002232142857142857
2019-2022,20541559214,2,2,0.0,0.004464285714285714
2019-2022,20569048916.0,2,2,0.0,0.004464285714285714
2019-2022,20604977411.0,2,2,0.0,0.004464285714285714
2019-2022,20486513137.0,1,2,0.0,0.002976190476190476
