periodo,empresa,degree_co,degreew_co,betweenness_co,closeness_co
2023-2026,20528932321,1,1,0.0,0.009900990099009901
2023-2026,20602640079.0,1,1,0.0,0.009900990099009901
2023-2026,20573225199,1,2,0.0,0.013201320132013201
2023-2026,20407836872.0,2,3,0.00019801980198019803,0.019801980198019802
2023-2026,20603641834,1,1,0.0,0.009900990099009901
2023-2026,20568073658.0,1,1,0.0,0.009900990099009901
2023-2026,20601277078,1,1,0.0,0.009900990099009901
2023-2026,20542489627.0,1,1,0.0,0.009900990099009901
2023-2026,20604695067,1,1,0.0,0.013201320132013201
2023-2026,20542350033,1,1,0.0,0.009900990099009901
2023-2026,20600592786.0,1,1,0.0,0.009900990099009901
2023-2026,20573066619,1,1,0.0,0.009900990099009901
2023-2026,20489594235.0,1,1,0.0,0.009900990099009901
2023-2026,20528901361,1,1,0.0,0.009900990099009901
2023-2026,20600630963.0,1,1,0.0,0.009900990099009901
2023-2026,10805536867,1,1,0.0,0.009900990099009901
2023-2026,20605875778.0,1,1,0.0,0.009900990099009901
2023-2026,20529066521,1,1,0.0,0.009900990099009901
2023-2026,20600079493.0,1,1,0.0,0.009900990099009901
2023-2026,99000035293,1,1,0.0,0.009900990099009901
2023-2026,20495931472.0,1,1,0.0,0.009900990099009901
2023-2026,20489532981,1,1,0.0,0.009900990099009901
2023-2026,20571184151.0,1,1,0.0,0.009900990099009901
2023-2026,20600815769,1,1,0.0,0.009900990099009901
2023-2026,20603019289.0,1,1,0.0,0.009900990099009901
2023-2026,20510992068,1,1,0.0,0.009900990099009901
2023-2026,20393252848.0,1,1,0.0,0.009900990099009901
2023-2026,20205328662,2,2,0.0,0.019801980198019802
2023-2026,20461112227.0,2,2,0.0,0.019801980198019802
2023-2026,20602937934.0,2,2,0.0,0.019801980198019802
